22,29
23,27
23,28
23,29
23,30
24,25
24,26
24,27
24,28
24,29
24,30
24,31
25,24
25,25
25,26
25,27
25,28
25,29
25,30
25,31
26,24
26,25
26,26
26,27
26,28
26,29
26,30
26,31
27,23
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,31
28,22
28,23
28,24
28,25
28,26
28,27
28,28
28,29
28,30
29,22
29,23
29,24
29,25
29,26
29,27
29,28
29,29
29,30
30,23
30,24
30,25
30,26
30,27
30,28
30,29
30,30
31,23
31,24
31,25
31,26
31,27
31,28
31,29
31,30
32,23
32,24
32,25
32,26
32,27
32,28
32,29
32,30
33,24
33,25
33,26
33,27
33,28
33,29
34,25
34,26
34,27
34,28
